Module	Section	Sample Name	Source
QualiMap	genome_results	SRR12223738_SRP271933_Undaria_pinnatifida_individual_2_2016-04-19_INTRO_Fr_Roscoff_2_France	/scratch/mharden/undaria_variation/SRR12223738_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223704_SRP271933_Undaria_pinnatifida_individual_41_2018-01-04_NAT_Kr_Goseong_5_South_Korea	/scratch/mharden/undaria_variation/SRR12223704_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223710_SRP271933_Undaria_pinnatifida_individual_36_2017-12-19_NAT_Kr_Tongyeong_5_South_Korea	/scratch/mharden/undaria_variation/SRR12223710_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223729_SRP271933_Undaria_pinnatifida_individual_19_2017-01-09_INTRO_NZ_Well2017_5_New_Zealand	/scratch/mharden/undaria_variation/SRR12223729_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223701_SRP271933_Undaria_pinnatifida_individual_8_2016-04-05_INTRO_Fr_Thau_3_France	/scratch/mharden/undaria_variation/SRR12223701_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223726_SRP271933_Undaria_pinnatifida_individual_21_2017-01-09_INTRO_NZ_Well2017_7_New_Zealand	/scratch/mharden/undaria_variation/SRR12223726_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223732_SRP271933_Undaria_pinnatifida_individual_16_2017-01-09_INTRO_NZ_Well2017_2_New_Zealand	/scratch/mharden/undaria_variation/SRR12223732_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223723_SRP271933_Undaria_pinnatifida_individual_24_2015-01-23_CUL_Kr_Wando2015_3_South_Korea	/scratch/mharden/undaria_variation/SRR12223723_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223736_SRP271933_Undaria_pinnatifida_individual_12_2016-01-12_INTRO_NZ_Lyall_2_New_Zealand	/scratch/mharden/undaria_variation/SRR12223736_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223722_SRP271933_Undaria_pinnatifida_individual_25_2015-01-23_CUL_Kr_Wando2015_4_South_Korea	/scratch/mharden/undaria_variation/SRR12223722_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223727_SRP271933_Undaria_pinnatifida_individual_3_2016-04-19_INTRO_Fr_Roscoff_3_France	/scratch/mharden/undaria_variation/SRR12223727_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223733_SRP271933_Undaria_pinnatifida_individual_15_2017-01-09_INTRO_NZ_Well2017_1_New_Zealand	/scratch/mharden/undaria_variation/SRR12223733_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223728_SRP271933_Undaria_pinnatifida_individual_20_2017-01-09_INTRO_NZ_Well2017_6_New_Zealand	/scratch/mharden/undaria_variation/SRR12223728_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223714_SRP271933_Undaria_pinnatifida_individual_32_2017-12-19_NAT_Kr_Tongyeong_1_South_Korea	/scratch/mharden/undaria_variation/SRR12223714_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223700_SRP271933_Undaria_pinnatifida_individual_9_2016-04-05_INTRO_Fr_Thau_4_France	/scratch/mharden/undaria_variation/SRR12223700_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223739_SRP271933_Undaria_pinnatifida_individual_1_2016-04-19_INTRO_Fr_Roscoff_1_France	/scratch/mharden/undaria_variation/SRR12223739_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223705_SRP271933_Undaria_pinnatifida_individual_5_2016-04-19_INTRO_Fr_Roscoff_5_France	/scratch/mharden/undaria_variation/SRR12223705_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223711_SRP271933_Undaria_pinnatifida_individual_35_2017-12-19_NAT_Kr_Tongyeong_4_South_Korea	/scratch/mharden/undaria_variation/SRR12223711_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223707_SRP271933_Undaria_pinnatifida_individual_39_2018-01-04_NAT_Kr_Goseong_3_South_Korea	/scratch/mharden/undaria_variation/SRR12223707_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223713_SRP271933_Undaria_pinnatifida_individual_33_2017-12-19_NAT_Kr_Tongyeong_2_South_Korea	/scratch/mharden/undaria_variation/SRR12223713_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223716_SRP271933_Undaria_pinnatifida_individual_4_2016-04-19_INTRO_Fr_Roscoff_4_France	/scratch/mharden/undaria_variation/SRR12223716_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223702_SRP271933_Undaria_pinnatifida_individual_7_2016-04-05_INTRO_Fr_Thau_2_France	/scratch/mharden/undaria_variation/SRR12223702_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223719_SRP271933_Undaria_pinnatifida_individual_28_2017-04-04_CUL_Kr_Wando2017_3_South_Korea	/scratch/mharden/undaria_variation/SRR12223719_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223725_SRP271933_Undaria_pinnatifida_individual_22_2015-01-23_CUL_Kr_Wando2015_1_South_Korea	/scratch/mharden/undaria_variation/SRR12223725_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223731_SRP271933_Undaria_pinnatifida_individual_17_2017-01-09_INTRO_NZ_Well2017_3_New_Zealand	/scratch/mharden/undaria_variation/SRR12223731_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223708_SRP271933_Undaria_pinnatifida_individual_38_2018-01-04_NAT_Kr_Goseong_2_South_Korea	/scratch/mharden/undaria_variation/SRR12223708_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223734_SRP271933_Undaria_pinnatifida_individual_14_1987-08-14_INTRO_NZ_Well1987_2_New_Zealand	/scratch/mharden/undaria_variation/SRR12223734_bamqc_results/genome_results.txt
QualiMap	genome_results	SRR12223720_SRP271933_Undaria_pinnatifida_individual_27_2017-04-04_CUL_Kr_Wando2017_2_South_Korea	/scratch/mharden/undaria_variation/SRR12223720_bamqc_results/genome_results.txt
QualiMap	coverage_histogram	SRR12223709_bamqc_results	/scratch/mharden/undaria_variation/SRR12223709_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223735_bamqc_results	/scratch/mharden/undaria_variation/SRR12223735_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223721_bamqc_results	/scratch/mharden/undaria_variation/SRR12223721_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223699_bamqc_results	/scratch/mharden/undaria_variation/SRR12223699_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223718_bamqc_results	/scratch/mharden/undaria_variation/SRR12223718_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223724_bamqc_results	/scratch/mharden/undaria_variation/SRR12223724_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223730_bamqc_results	/scratch/mharden/undaria_variation/SRR12223730_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223717_bamqc_results	/scratch/mharden/undaria_variation/SRR12223717_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223703_bamqc_results	/scratch/mharden/undaria_variation/SRR12223703_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223706_bamqc_results	/scratch/mharden/undaria_variation/SRR12223706_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223738_bamqc_results	/scratch/mharden/undaria_variation/SRR12223738_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223704_bamqc_results	/scratch/mharden/undaria_variation/SRR12223704_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223710_bamqc_results	/scratch/mharden/undaria_variation/SRR12223710_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223729_bamqc_results	/scratch/mharden/undaria_variation/SRR12223729_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223701_bamqc_results	/scratch/mharden/undaria_variation/SRR12223701_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223726_bamqc_results	/scratch/mharden/undaria_variation/SRR12223726_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223732_bamqc_results	/scratch/mharden/undaria_variation/SRR12223732_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223723_bamqc_results	/scratch/mharden/undaria_variation/SRR12223723_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223736_bamqc_results	/scratch/mharden/undaria_variation/SRR12223736_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223722_bamqc_results	/scratch/mharden/undaria_variation/SRR12223722_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223727_bamqc_results	/scratch/mharden/undaria_variation/SRR12223727_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223733_bamqc_results	/scratch/mharden/undaria_variation/SRR12223733_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223728_bamqc_results	/scratch/mharden/undaria_variation/SRR12223728_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223714_bamqc_results	/scratch/mharden/undaria_variation/SRR12223714_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223700_bamqc_results	/scratch/mharden/undaria_variation/SRR12223700_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223739_bamqc_results	/scratch/mharden/undaria_variation/SRR12223739_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223705_bamqc_results	/scratch/mharden/undaria_variation/SRR12223705_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223711_bamqc_results	/scratch/mharden/undaria_variation/SRR12223711_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223707_bamqc_results	/scratch/mharden/undaria_variation/SRR12223707_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223713_bamqc_results	/scratch/mharden/undaria_variation/SRR12223713_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223716_bamqc_results	/scratch/mharden/undaria_variation/SRR12223716_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223702_bamqc_results	/scratch/mharden/undaria_variation/SRR12223702_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223719_bamqc_results	/scratch/mharden/undaria_variation/SRR12223719_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223725_bamqc_results	/scratch/mharden/undaria_variation/SRR12223725_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223731_bamqc_results	/scratch/mharden/undaria_variation/SRR12223731_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223708_bamqc_results	/scratch/mharden/undaria_variation/SRR12223708_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223734_bamqc_results	/scratch/mharden/undaria_variation/SRR12223734_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SRR12223720_bamqc_results	/scratch/mharden/undaria_variation/SRR12223720_bamqc_results/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	insert_size_histogram	SRR12223709_bamqc_results	/scratch/mharden/undaria_variation/SRR12223709_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223735_bamqc_results	/scratch/mharden/undaria_variation/SRR12223735_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223721_bamqc_results	/scratch/mharden/undaria_variation/SRR12223721_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223699_bamqc_results	/scratch/mharden/undaria_variation/SRR12223699_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223718_bamqc_results	/scratch/mharden/undaria_variation/SRR12223718_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223724_bamqc_results	/scratch/mharden/undaria_variation/SRR12223724_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223730_bamqc_results	/scratch/mharden/undaria_variation/SRR12223730_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223717_bamqc_results	/scratch/mharden/undaria_variation/SRR12223717_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223703_bamqc_results	/scratch/mharden/undaria_variation/SRR12223703_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223706_bamqc_results	/scratch/mharden/undaria_variation/SRR12223706_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223738_bamqc_results	/scratch/mharden/undaria_variation/SRR12223738_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223704_bamqc_results	/scratch/mharden/undaria_variation/SRR12223704_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223710_bamqc_results	/scratch/mharden/undaria_variation/SRR12223710_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223729_bamqc_results	/scratch/mharden/undaria_variation/SRR12223729_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223701_bamqc_results	/scratch/mharden/undaria_variation/SRR12223701_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223726_bamqc_results	/scratch/mharden/undaria_variation/SRR12223726_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223732_bamqc_results	/scratch/mharden/undaria_variation/SRR12223732_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223723_bamqc_results	/scratch/mharden/undaria_variation/SRR12223723_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223736_bamqc_results	/scratch/mharden/undaria_variation/SRR12223736_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223722_bamqc_results	/scratch/mharden/undaria_variation/SRR12223722_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223727_bamqc_results	/scratch/mharden/undaria_variation/SRR12223727_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223733_bamqc_results	/scratch/mharden/undaria_variation/SRR12223733_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223728_bamqc_results	/scratch/mharden/undaria_variation/SRR12223728_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223714_bamqc_results	/scratch/mharden/undaria_variation/SRR12223714_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223700_bamqc_results	/scratch/mharden/undaria_variation/SRR12223700_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223739_bamqc_results	/scratch/mharden/undaria_variation/SRR12223739_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223705_bamqc_results	/scratch/mharden/undaria_variation/SRR12223705_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223711_bamqc_results	/scratch/mharden/undaria_variation/SRR12223711_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223707_bamqc_results	/scratch/mharden/undaria_variation/SRR12223707_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223713_bamqc_results	/scratch/mharden/undaria_variation/SRR12223713_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223716_bamqc_results	/scratch/mharden/undaria_variation/SRR12223716_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223702_bamqc_results	/scratch/mharden/undaria_variation/SRR12223702_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223719_bamqc_results	/scratch/mharden/undaria_variation/SRR12223719_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223725_bamqc_results	/scratch/mharden/undaria_variation/SRR12223725_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223731_bamqc_results	/scratch/mharden/undaria_variation/SRR12223731_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223708_bamqc_results	/scratch/mharden/undaria_variation/SRR12223708_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223734_bamqc_results	/scratch/mharden/undaria_variation/SRR12223734_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SRR12223720_bamqc_results	/scratch/mharden/undaria_variation/SRR12223720_bamqc_results/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	mapped_gc_distribution	SRR12223709_bamqc_results	/scratch/mharden/undaria_variation/SRR12223709_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223735_bamqc_results	/scratch/mharden/undaria_variation/SRR12223735_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223721_bamqc_results	/scratch/mharden/undaria_variation/SRR12223721_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223699_bamqc_results	/scratch/mharden/undaria_variation/SRR12223699_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223718_bamqc_results	/scratch/mharden/undaria_variation/SRR12223718_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223724_bamqc_results	/scratch/mharden/undaria_variation/SRR12223724_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223730_bamqc_results	/scratch/mharden/undaria_variation/SRR12223730_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223717_bamqc_results	/scratch/mharden/undaria_variation/SRR12223717_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223703_bamqc_results	/scratch/mharden/undaria_variation/SRR12223703_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223706_bamqc_results	/scratch/mharden/undaria_variation/SRR12223706_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223738_bamqc_results	/scratch/mharden/undaria_variation/SRR12223738_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223704_bamqc_results	/scratch/mharden/undaria_variation/SRR12223704_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223710_bamqc_results	/scratch/mharden/undaria_variation/SRR12223710_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223729_bamqc_results	/scratch/mharden/undaria_variation/SRR12223729_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223701_bamqc_results	/scratch/mharden/undaria_variation/SRR12223701_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223726_bamqc_results	/scratch/mharden/undaria_variation/SRR12223726_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223732_bamqc_results	/scratch/mharden/undaria_variation/SRR12223732_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223723_bamqc_results	/scratch/mharden/undaria_variation/SRR12223723_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223736_bamqc_results	/scratch/mharden/undaria_variation/SRR12223736_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223722_bamqc_results	/scratch/mharden/undaria_variation/SRR12223722_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223727_bamqc_results	/scratch/mharden/undaria_variation/SRR12223727_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223733_bamqc_results	/scratch/mharden/undaria_variation/SRR12223733_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223728_bamqc_results	/scratch/mharden/undaria_variation/SRR12223728_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223714_bamqc_results	/scratch/mharden/undaria_variation/SRR12223714_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223700_bamqc_results	/scratch/mharden/undaria_variation/SRR12223700_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223739_bamqc_results	/scratch/mharden/undaria_variation/SRR12223739_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223705_bamqc_results	/scratch/mharden/undaria_variation/SRR12223705_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223711_bamqc_results	/scratch/mharden/undaria_variation/SRR12223711_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223707_bamqc_results	/scratch/mharden/undaria_variation/SRR12223707_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223713_bamqc_results	/scratch/mharden/undaria_variation/SRR12223713_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223716_bamqc_results	/scratch/mharden/undaria_variation/SRR12223716_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223702_bamqc_results	/scratch/mharden/undaria_variation/SRR12223702_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223719_bamqc_results	/scratch/mharden/undaria_variation/SRR12223719_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223725_bamqc_results	/scratch/mharden/undaria_variation/SRR12223725_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223731_bamqc_results	/scratch/mharden/undaria_variation/SRR12223731_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223708_bamqc_results	/scratch/mharden/undaria_variation/SRR12223708_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223734_bamqc_results	/scratch/mharden/undaria_variation/SRR12223734_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SRR12223720_bamqc_results	/scratch/mharden/undaria_variation/SRR12223720_bamqc_results/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
